00002_931230_pr.jpg,6
00002_940928_fb.jpg,3
00003_941121_fa.jpg,10
00005_941121_hr.jpg,7
00005_941121_pl.jpg,4
00005_941121_qr.jpg,7
00005_941121_ra.jpg,4
00006_931230_fb.jpg,6
00006_931230_hr.jpg,6
00006_931230_pr.jpg,10
00013_931230_hr.jpg,9
00019_940307_hl.jpg,1
00019_940307_hr.jpg,1
00020_931230_fa.jpg,6
00020_931230_fb.jpg,6
00020_931230_hr.jpg,11
00020_931230_pl.jpg,5
00020_931230_pr.jpg,8
00024_940128_hr_a.jpg,10
00026_931230_fa_a.jpg,1
00028_940128_fa.jpg,11
00028_940128_fb.jpg,4
00028_940128_pl.jpg,5
00028_940128_pr.jpg,8
00028_940928_fa.jpg,10
00028_940928_hl.jpg,4
00028_940928_hr.jpg,10
00029_940928_rc.jpg,10
00029_960530_pr.jpg,0
00029_960627_pr.jpg,7
00029_960627_rc.jpg,7
00038_940128_hl.jpg,4
00038_940128_pl.jpg,5
00038_940128_pr.jpg,8
00040_931230_fb.jpg,6
00040_931230_hr.jpg,6
00040_931230_pl.jpg,11
00044_931230_hl.jpg,6
00044_931230_pl.jpg,4
00044_931230_pr.jpg,8
00046_931230_fa.jpg,6
00046_931230_pl.jpg,5
00046_931230_pr.jpg,8
00047_931230_fa.jpg,6
00048_931230_fa_a.jpg,6
00048_931230_fb_a.jpg,6
00049_931230_fb.jpg,6
00049_931230_hl.jpg,6
00049_931230_pl.jpg,5
00049_931230_pr.jpg,8
00050_931230_fa.jpg,6
00050_931230_pr.jpg,10
00051_931230_fb.jpg,6
00052_931230_fa.jpg,6
00052_931230_hl.jpg,4
00052_931230_pl.jpg,5
00052_931230_pr.jpg,10
00053_931230_fa.jpg,9
00053_931230_fb.jpg,9
00053_931230_pl.jpg,5
00054_931230_fa_a.jpg,6
00054_931230_fb_a.jpg,6
00054_931230_hl_a.jpg,6
00054_931230_pl_a.jpg,5
00056_931230_fb.jpg,6
00056_931230_pr.jpg,8
00057_931230_fa.jpg,6
00057_931230_pl.jpg,5
00057_931230_pr.jpg,11
00058_931230_fa.jpg,6
00058_931230_hl.jpg,6
00058_931230_pl.jpg,5
00058_931230_pr.jpg,7
00059_931230_fb.jpg,6
00059_931230_pr.jpg,11
00060_931230_fb.jpg,6
00061_931230_hl.jpg,4
00061_931230_pl.jpg,5
00061_931230_pr.jpg,7
00062_931230_fa.jpg,6
00062_931230_fb.jpg,6
00062_931230_pr.jpg,6
00063_931230_fb.jpg,6
00063_931230_hr.jpg,6
00063_931230_pl.jpg,5
00064_931230_fa.jpg,6
00064_931230_fb.jpg,6
00064_931230_hr.jpg,6
00064_931230_pl.jpg,5
00065_931230_fb.jpg,6
00065_931230_hr.jpg,6
00065_931230_pl.jpg,5
00065_931230_pr.jpg,6
00066_931230_fa_a.jpg,6
00066_931230_hl_a.jpg,6
00066_931230_pr_a.jpg,8
00067_931230_fb_a.jpg,6
00067_931230_pl_a.jpg,5
00067_931230_pr_a.jpg,6
00068_931230_fb.jpg,6
00068_931230_hl.jpg,5
00068_931230_pl.jpg,5
00069_931230_fb.jpg,6
00070_940422_fa.jpg,10
00070_940422_pl.jpg,2
00070_941031_pr.jpg,8
00070_941121_pl.jpg,2
00071_931230_hl.jpg,6
00071_940128_fa.jpg,9
00072_931230_fa.jpg,1
00072_931230_hr.jpg,1
00073_931230_fa.jpg,6
00073_931230_fb.jpg,6
00073_931230_hl.jpg,6
00074_931230_fa_a.jpg,6
00074_931230_fb_a.jpg,6
00074_931230_hl_a.jpg,6
00074_931230_pr_a.jpg,11
00075_931230_fa.jpg,6
00075_931230_pl.jpg,5
00076_931230_fa.jpg,6
00076_931230_fb.jpg,6
00076_931230_hr.jpg,6
00076_931230_pl.jpg,5
00076_931230_pr.jpg,6
00077_931230_fa.jpg,6
00077_931230_hr.jpg,6
00077_931230_pl.jpg,5
00077_931230_pr.jpg,11
00078_931230_fa_a.jpg,6
00078_931230_pl_a.jpg,5
00078_931230_pr_a.jpg,8
00079_931230_pl_a.jpg,5
00079_931230_pr_a.jpg,8
00080_931230_fa.jpg,6
00080_931230_fb.jpg,6
00080_931230_hr.jpg,6
00080_931230_pr.jpg,6
00081_940928_fb.jpg,11
00081_941031_rd.jpg,7
00082_931230_fa.jpg,6
00082_931230_fb.jpg,6
00082_931230_hr.jpg,6
00082_931230_pl.jpg,5
00082_931230_pr.jpg,6
00083_931230_fb_a.jpg,6
00083_931230_pl_a.jpg,5
00083_931230_pr_a.jpg,10
